0.0169781	0.00934114	0.0165925	0.0165925
0.0192293	0.0106364	0.0165925	0.0165925
0.0213525	0.0118607	0.0165925	0.0165925
0.0233722	0.0130277	0.0165925	0.0165925
0.0253061	0.0141468	0.0165925	0.0165925
0.0271668	0.015225	0.0165925	0.0165925
0.0289643	0.0162678	0.0165925	0.0165925
0.0307062	0.0172793	0.0165925	0.0165925
0.0323988	0.0182632	0.0165925	0.0165925
0.0340471	0.019222	0.0165925	0.0165925
0.0356555	0.0201583	0.0165925	0.0165925
0.0372273	0.021074	0.0165925	0.0165925
0.0387658	0.0219707	0.0165925	0.0165925
0.0402736	0.0228501	0.0165925	0.0165925
0.0417528	0.0237133	0.0165925	0.0165925
0.0432056	0.0245614	0.0165925	0.0165925
0.0446337	0.0253955	0.0165925	0.0165925
0.0460386	0.0262164	0.0165925	0.0165925
0.0474218	0.027025	0.0165925	0.0165925
0.0487846	0.0278219	0.0165925	0.0165925
0.050128	0.0286078	0.0165925	0.0165925
0.0514531	0.0293832	0.0165925	0.0165925
0.0527609	0.0301487	0.0165925	0.0165925
0.0540522	0.0309048	0.0165925	0.0165925
0.0553277	0.0316519	0.0165925	0.0165925
0.0565883	0.0323904	0.0165925	0.0165925
0.0578345	0.0331208	0.0165925	0.0165925
0.0590671	0.0338433	0.0165925	0.0165925
0.0602865	0.0345582	0.0165925	0.0165925
0.0614933	0.0352659	0.0165925	0.0165925
0.0626879	0.0359667	0.0165925	0.0165925
0.063871	0.0366608	0.0165925	0.0165925
0.0650428	0.0373485	0.0165925	0.0165925
0.0662038	0.0380299	0.0165925	0.0165925
0.0673544	0.0387054	0.0165925	0.0165925
0.0684949	0.039375	0.0165925	0.0165925
0.0696256	0.0400391	0.0165925	0.0165925
0.0707469	0.0406977	0.0165925	0.0165925
0.0718591	0.0413511	0.0165925	0.0165925
0.0729624	0.0419994	0.0165925	0.0165925
0.0740572	0.0426428	0.0165925	0.0165925
0.0751436	0.0432813	0.0165925	0.0165925
0.076222	0.0439152	0.0165925	0.0165925
0.0772925	0.0445446	0.0165925	0.0165925
0.0783554	0.0451696	0.0165925	0.0165925
0.0794108	0.0457903	0.0165925	0.0165925
0.080459	0.0464068	0.0165925	0.0165925
0.0815002	0.0470193	0.0165925	0.0165925
0.0825345	0.0476278	0.0165925	0.0165925
0.0835621	0.0482324	0.0165925	0.0165925
0.0845832	0.0488333	0.0165925	0.0165925
0.0855979	0.0494305	0.0165925	0.0165925
0.0866064	0.0500241	0.0165925	0.0165925
0.0876088	0.0506142	0.0165925	0.0165925
0.0886053	0.0512009	0.0165925	0.0165925
0.089596	0.0517842	0.0165925	0.0165925
0.090581	0.0523642	0.0165925	0.0165925
0.0915605	0.0529411	0.0165925	0.0165925
0.0925345	0.0535147	0.0165925	0.0165925
0.0935033	0.0540854	0.0165925	0.0165925
0.0944668	0.054653	0.0165925	0.0165925
0.0954252	0.0552176	0.0165925	0.0165925
0.0963787	0.0557794	0.0165925	0.0165925
0.0973272	0.0563383	0.0165925	0.0165925
0.098271	0.0568945	0.0165925	0.0165925
0.09921	0.0574479	0.0165925	0.0165925
0.100144	0.0579987	0.0165925	0.0165925
0.101074	0.0585468	0.0165925	0.0165925
0.102	0.0590924	0.0165925	0.0165925
0.102921	0.0596354	0.0165925	0.0165925
0.103838	0.0601759	0.0165925	0.0165925
0.10475	0.060714	0.0165925	0.0165925
0.105659	0.0612497	0.0165925	0.0165925
0.106563	0.061783	0.0165925	0.0165925
0.107463	0.0623141	0.0165925	0.0165925
0.10836	0.0628428	0.0165925	0.0165925
0.109252	0.0633693	0.0165925	0.0165925
0.110141	0.0638936	0.0165925	0.0165925
0.111026	0.0644157	0.0165925	0.0165925
0.111907	0.0649357	0.0165925	0.0165925
0.112785	0.0654535	0.0165925	0.0165925
0.113659	0.0659693	0.0165925	0.0165925
0.11453	0.0664831	0.0165925	0.0165925
0.115397	0.0669949	0.0165925	0.0165925
0.116261	0.0675047	0.0165925	0.0165925
0.117121	0.0680125	0.0165925	0.0165925
0.117978	0.0685184	0.0165925	0.0165925
0.118832	0.0690224	0.0165925	0.0165925
0.119683	0.0695246	0.0165925	0.0165925
0.12053	0.0700249	0.0165925	0.0165925
0.121375	0.0705234	0.0165925	0.0165925
0.122216	0.0710201	0.0165925	0.0165925
0.123054	0.071515	0.0165925	0.0165925
0.12389	0.0720082	0.0165925	0.0165925
0.124722	0.0724997	0.0165925	0.0165925
0.125551	0.0729895	0.0165925	0.0165925
0.126378	0.0734776	0.0165925	0.0165925
0.127201	0.0739641	0.0165925	0.0165925
0.128022	0.074449	0.0165925	0.0165925
0.12884	0.0749322	0.0165925	0.0165925
0.129656	0.0754138	0.0165925	0.0165925
0.130469	0.0758939	0.0165925	0.0165925
0.131279	0.0763725	0.0165925	0.0165925
0.132086	0.0768495	0.0165925	0.0165925
0.132891	0.0773249	0.0165925	0.0165925
0.133693	0.0777989	0.0165925	0.0165925
0.134493	0.0782715	0.0165925	0.0165925
0.13529	0.0787425	0.0165925	0.0165925
0.136085	0.0792122	0.0165925	0.0165925
0.136877	0.0796804	0.0165925	0.0165925
0.137667	0.0801472	0.0165925	0.0165925
0.138454	0.0806126	0.0165925	0.0165925
0.139239	0.0810766	0.0165925	0.0165925
0.140022	0.0815393	0.0165925	0.0165925
0.140803	0.0820006	0.0165925	0.0165925
0.141581	0.0824606	0.0165925	0.0165925
0.142357	0.0829193	0.0165925	0.0165925
0.143131	0.0833767	0.0165925	0.0165925
0.143902	0.0838328	0.0165925	0.0165925
0.144671	0.0842876	0.0165925	0.0165925
0.145439	0.0847411	0.0165925	0.0165925
0.146204	0.0851935	0.0165925	0.0165925
0.146966	0.0856445	0.0165925	0.0165925
0.147727	0.0860944	0.0165925	0.0165925
0.148486	0.0865431	0.0165925	0.0165925
0.149243	0.0869905	0.0165925	0.0165925
0.149997	0.0874368	0.0165925	0.0165925
0.15075	0.0878819	0.0165925	0.0165925
0.151501	0.0883258	0.0165925	0.0165925
0.152249	0.0887686	0.0165925	0.0165925
